"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-03,"Limited Cost Sharing Plan Variation",71.20%,0.725627727,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,050 ","$9450 per person | $14100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$4200 per person | $4200 per group",35.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$10 ","$3,510 ","$50 ","$2,100 ","$440 ","$320 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$2,100 ","$0 ","$190 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-04,"73% AV Level Silver Plan",73.50%,0.747334666,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,950 ","$9450 per person | $11900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,000 ","$2000 per person | $4000 per group",25.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,000 ","$10 ","$3,000 ","$50 ","$2,000 ","$440 ","$280 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$2,000 ","$0 ","$190 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,Yes,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-05,"87% AV Level Silver Plan",87.20%,0.87105501,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,600 ","$1600 per person | $3200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,600 ","$1600 per person | $3200 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,600 ","$0 ","$0 ","$50 ","$1,600 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$1,600 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350001,"BCBSVT Silver CDHP Plan",13627VT035,,VTN001,VTS001,VTF014,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350001-06,"94% AV Level Silver Plan",94.30%,0.942916031,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$550 ","$550 per person | $1100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$550 ","$550 per person | $1100 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$550 ","$0 ","$0 ","$50 ","$550 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BCBSVT Silver CDHP Plan","$550 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350002,"BCBSVT Bronze CDHP Plan",13627VT035,,VTN001,VTS001,VTF015,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,Yes,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350002-01,"Standard Bronze On Exchange Plan",62.90%,0.640254571,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,200 ","$9450 per person | $14400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,800 ","$9450 per person | $11600 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,800 ","$0 ","$1,400 ","$50 ","$5,120 ","$0 ","$150 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze CDHP Plan","$2,300 ","$0 ","$170 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350002,"BCBSVT Bronze CDHP Plan",13627VT035,,VTN001,VTS001,VTF015,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350002-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Bronze CDHP Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0350002,"BCBSVT Bronze CDHP Plan",13627VT035,,VTN001,VTS001,VTF015,Existing,EPO,"Expanded Bronze",Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0350002-03,"Limited Cost Sharing Plan Variation",62.90%,0.640254571,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,200 ","$9450 per person | $14400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,800 ","$9450 per person | $11600 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,800 ","$0 ","$1,400 ","$50 ","$5,120 ","$0 ","$150 ","$20 ",99%,"Not Applicable",No,"BCBSVT Bronze CDHP Plan","$2,300 ","$0 ","$170 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0360005,"BCBSVT Vermont Preferred Gold Plan",13627VT036,,VTN001,VTS001,VTF013,Existing,EPO,Gold,Yes,"On the Exchange",No,No,,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0360005-01,"Standard Gold On Exchange Plan",81.33%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,150 ","$9450 per person | $10300 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,250 ","$2500 per person | $2500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,250 ","$1,750 ","$0 ","$50 ","$1,250 ","$660 ","$1,160 ","$20 ",,,No,"BCBSVT Vermont Preferred Gold Plan","$1,250 ","$480 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0360006,"BCBSVT Vermont Preferred Silver Plan",13627VT036,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,"On the Exchange",No,No,,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0360006-01,"Standard Silver On Exchange Plan",71.53%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,750 ","$9450 per person | $17500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,250 ","$6500 per person | $6500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,250 ","$2,700 ","$0 ","$50 ","$3,250 ","$450 ","$580 ","$20 ",,,No,"BCBSVT Vermont Preferred Silver Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0360007,"BCBSVT Vermont Preferred Bronze Plan",13627VT036,,VTN001,VTS001,VTF019,Existing,EPO,"Expanded Bronze",Yes,"On the Exchange",No,No,,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0360007-01,"Standard Bronze On Exchange Plan",64.63%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$9,250 ","$9450 per person | $18500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$9,250 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",,,No,"BCBSVT Vermont Preferred Bronze Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0370001,"BCBSVT Vermont Select Gold CDHP Plan",13627VT037,,VTN001,VTS001,VTF012,Existing,EPO,Gold,Yes,"On the Exchange",No,No,,,Yes,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0370001-01,"Standard Gold On Exchange Plan",81.93%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,850 ","$5700 per person | $5700 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,850 ","$2850 per person | $5700 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,850 ","$0 ","$0 ","$50 ","$2,850 ","$0 ","$0 ","$20 ",,,No,"BCBSVT Vermont Select Gold CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0370002,"BCBSVT Vermont Select Silver CDHP Plan",13627VT037,,VTN001,VTS001,VTF016,Existing,EPO,Silver,Yes,"On the Exchange",No,No,,,Yes,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0370002-01,"Standard Silver On Exchange Plan",71.94%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,475 ","$9450 per person | $10950 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,480 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",,,No,"BCBSVT Vermont Select Silver CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,"SHOP (Small Group)",No,,13627VT0370003,"BCBSVT Vermont Select Bronze CDHP Plan",13627VT037,,VTN001,VTS001,VTF020,Existing,EPO,"Expanded Bronze",Yes,"On the Exchange",No,No,,,No,No,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0370003-01,"Standard Bronze On Exchange Plan",64.37%,,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$7,500 ","$9450 per person | $15000 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$7,500 ","$0 ","$0 ","$50 ","$5,420 ","$0 ","$0 ","$20 ",,,No,"BCBSVT Vermont Select Bronze CDHP Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380005,"BCBSVT Vermont Preferred Gold Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380005-01,"Standard Gold On Exchange Plan",81.33%,0.796034037,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,150 ","$9450 per person | $10300 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,250 ","$2500 per person | $2500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,250 ","$1,750 ","$0 ","$50 ","$1,250 ","$660 ","$1,160 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Gold Plan","$1,250 ","$480 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380005,"BCBSVT Vermont Preferred Gold Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380005-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Gold Plan","$0 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380005,"BCBSVT Vermont Preferred Gold Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Gold,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380005-03,"Limited Cost Sharing Plan Variation",81.33%,0.796034037,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,150 ","$9450 per person | $10300 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$1,250 ","$2500 per person | $2500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,250 ","$1,750 ","$0 ","$50 ","$1,250 ","$660 ","$1,160 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Gold Plan","$1,250 ","$480 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,4,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-01,"Standard Silver On Exchange Plan",71.53%,0.688288674,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$8,750 ","$9450 per person | $17500 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$3,250 ","$6500 per person | $6500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,250 ","$2,700 ","$0 ","$50 ","$3,250 ","$450 ","$580 ","$20 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$2,640 ","$0 ","$0 ","$0 "
2024,VT,,13627,SERFF,1,2/12/2024,,Individual,No,,13627VT0380006,"BCBSVT Vermont Preferred Silver Plan",13627VT038,,VTN001,VTS001,VTF013,Existing,EPO,Silver,Yes,Both,No,No,,,No,,,"Allows Adult and Child-Only",,Yes,"Pregnancy, High Blood Pressure & High Cholesterol, Pain Management, Depression, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,12/31/2024,Yes,"All members traveling outside the U.S. have access to the BlueCard Worldwide program. ",Yes,"Members may use preferred providers nationally through the BlueCard network.",Yes,,,,,13627VT0380006-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"BCBSVT Vermont Preferred Silver Plan","$0 ","$0 ","$0 ","$0 "
