"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0680002,"VantageBlue Direct Plan 750/1500 WPDAcu Modified",15287RI068,,RIN001,RIS001,RIF001,Existing,PPO,Platinum,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  Abortions for which federal funding is not allowed in accordance with the Affordable Care Act section 130(b)(1)(B)(i) are not covered, namely all abortions except in the case of rape or incest, or for a pregnancy  which places the woman in danger of death unless the abortion is performed. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0680002-01,"Standard Platinum On Exchange Plan",88.56%,0.879957426,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ","$2000 per person | $4000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$750 ","$750 per person | $1500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$750 ","$40 ","$0 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 750/1500 WPDAcu Modified","$700 ","$200 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0680002,"VantageBlue Direct Plan 750/1500 WPDAcu Modified",15287RI068,,RIN001,RIS001,RIF001,Existing,PPO,Platinum,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  Abortions for which federal funding is not allowed in accordance with the Affordable Care Act section 130(b)(1)(B)(i) are not covered, namely all abortions except in the case of rape or incest, or for a pregnancy  which places the woman in danger of death unless the abortion is performed. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0680002-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 750/1500 WPDAcu Modified","$0 ","$0 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0680002,"VantageBlue Direct Plan 750/1500 WPDAcu Modified",15287RI068,,RIN001,RIS001,RIF001,Existing,PPO,Platinum,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  Abortions for which federal funding is not allowed in accordance with the Affordable Care Act section 130(b)(1)(B)(i) are not covered, namely all abortions except in the case of rape or incest, or for a pregnancy  which places the woman in danger of death unless the abortion is performed. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0680002-03,"Limited Cost Sharing Plan Variation",88.56%,0.879957426,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ","$2000 per person | $4000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$750 ","$750 per person | $1500 per group",0.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$750 ","$40 ","$0 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"VantageBlue Direct Plan 750/1500 WPDAcu Modified","$700 ","$200 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-01,"Standard Silver On Exchange Plan",70.49%,0.704891379,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,800 ","$7800 per person | $15600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,500 ","$5500 per person | $11000 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,500 ","$60 ","$500 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$1,500 ","$100 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$60 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$0 ","$0 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-03,"Limited Cost Sharing Plan Variation",70.49%,0.704891379,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,800 ","$7800 per person | $15600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,500 ","$5500 per person | $11000 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,500 ","$60 ","$500 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$1,500 ","$100 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-04,"73% AV Level Silver Plan",73.02%,0.723431643,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,000 ","$7000 per person | $14000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,550 ","$4550 per person | $9100 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,550 ","$60 ","$700 ","$60 ","$600 ","$600 ","$0 ","$20 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$1,500 ","$100 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-05,"87% AV Level Silver Plan",87.00%,0.866331399,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,900 ","$2900 per person | $5800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$650 ","$650 per person | $1300 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$650 ","$50 ","$1,000 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$600 ","$100 ","$80 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0700002,"BasicBlue Direct WPD 5500/11000",15287RI070,,RIN001,RIS001,RIF007,Existing,PPO,Silver,Yes,Both,No,No,,"This plan does not include coverage that is not medically necessary.  This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,"Coverage for urgent or emergent care only as well as medically necessary services.",Yes,,,,,15287RI0700002-06,"94% AV Level Silver Plan",94.44%,0.944381987,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,200 ","$1200 per person | $2400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$20 ","$1,100 ","$60 ","$0 ","$100 ","$60 ","$20 ",99%,"Not Applicable",No,"BasicBlue Direct WPD 5500/11000","$0 ","$90 ","$100 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0800001,"BlueCHiP Direct 5000/10000 WPD",15287RI080,,RIN001,RIS001,RIF008,Existing,POS,Silver,Yes,Both,No,Yes,"All specialty services require a referral from your PCP with the exception of the following services: Behavioral Health Services; Chiropractic Medicine Services; Early Intervention Services; Emergency Care (Emergency Room Services, Ambulance Services, and free-standing Emergency Medical Centers); Hair Prosthetics (Wigs); Hearing Aids; Obstetricians and Gynecologists; Oncologists - Office Visits (consultation or second opinion; all other services require a referral); Optometrists; Oral Surgery; Pediatric Dental Services; Pediatric Vision Services; Retail Clinics; and Telemedicine services (rendered by a designated provider).","This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,No,"Coverage for urgent or emergent care only. ",No,"Coverage for urgent or emergent care only. ",No,,,,,15287RI0800001-01,"Standard Silver On Exchange Plan",70.42%,0.704211933,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$7500 per person | $15000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,000 ","$5000 per person | $10000 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,000 ","$70 ","$600 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"BlueCHiP Direct 5000/10000 WPD","$1,500 ","$200 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0800001,"BlueCHiP Direct 5000/10000 WPD",15287RI080,,RIN001,RIS001,RIF008,Existing,POS,Silver,Yes,Both,No,Yes,"All specialty services require a referral from your PCP with the exception of the following services: Behavioral Health Services; Chiropractic Medicine Services; Early Intervention Services; Emergency Care (Emergency Room Services, Ambulance Services, and free-standing Emergency Medical Centers); Hair Prosthetics (Wigs); Hearing Aids; Obstetricians and Gynecologists; Oncologists - Office Visits (consultation or second opinion; all other services require a referral); Optometrists; Oral Surgery; Pediatric Dental Services; Pediatric Vision Services; Retail Clinics; and Telemedicine services (rendered by a designated provider).","This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,No,"Coverage for urgent or emergent care only. ",No,"Coverage for urgent or emergent care only. ",No,,,,,15287RI0800001-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$60 ","$0 ","$0 ","$0 ","$20 ",99%,"Not Applicable",No,"BlueCHiP Direct 5000/10000 WPD","$0 ","$0 ","$0 ","$20 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0800001,"BlueCHiP Direct 5000/10000 WPD",15287RI080,,RIN001,RIS001,RIF008,Existing,POS,Silver,Yes,Both,No,Yes,"All specialty services require a referral from your PCP with the exception of the following services: Behavioral Health Services; Chiropractic Medicine Services; Early Intervention Services; Emergency Care (Emergency Room Services, Ambulance Services, and free-standing Emergency Medical Centers); Hair Prosthetics (Wigs); Hearing Aids; Obstetricians and Gynecologists; Oncologists - Office Visits (consultation or second opinion; all other services require a referral); Optometrists; Oral Surgery; Pediatric Dental Services; Pediatric Vision Services; Retail Clinics; and Telemedicine services (rendered by a designated provider).","This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,No,"Coverage for urgent or emergent care only. ",No,"Coverage for urgent or emergent care only. ",No,,,,,15287RI0800001-03,"Limited Cost Sharing Plan Variation",70.42%,0.704211933,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,500 ","$7500 per person | $15000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$5,000 ","$5000 per person | $10000 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$5,000 ","$70 ","$600 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"BlueCHiP Direct 5000/10000 WPD","$1,500 ","$200 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0800001,"BlueCHiP Direct 5000/10000 WPD",15287RI080,,RIN001,RIS001,RIF008,Existing,POS,Silver,Yes,Both,No,Yes,"All specialty services require a referral from your PCP with the exception of the following services: Behavioral Health Services; Chiropractic Medicine Services; Early Intervention Services; Emergency Care (Emergency Room Services, Ambulance Services, and free-standing Emergency Medical Centers); Hair Prosthetics (Wigs); Hearing Aids; Obstetricians and Gynecologists; Oncologists - Office Visits (consultation or second opinion; all other services require a referral); Optometrists; Oral Surgery; Pediatric Dental Services; Pediatric Vision Services; Retail Clinics; and Telemedicine services (rendered by a designated provider).","This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,No,"Coverage for urgent or emergent care only. ",No,"Coverage for urgent or emergent care only. ",No,,,,,15287RI0800001-04,"73% AV Level Silver Plan",73.07%,0.725679759,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,500 ","$6500 per person | $13000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$4,200 ","$4200 per person | $8400 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,200 ","$70 ","$700 ","$60 ","$600 ","$500 ","$0 ","$20 ",99%,"Not Applicable",No,"BlueCHiP Direct 5000/10000 WPD","$1,500 ","$200 ","$0 ","$0 "
2024,RI,,15287,SERFF,1,2/12/2024,,Individual,No,,15287RI0800001,"BlueCHiP Direct 5000/10000 WPD",15287RI080,,RIN001,RIS001,RIF008,Existing,POS,Silver,Yes,Both,No,Yes,"All specialty services require a referral from your PCP with the exception of the following services: Behavioral Health Services; Chiropractic Medicine Services; Early Intervention Services; Emergency Care (Emergency Room Services, Ambulance Services, and free-standing Emergency Medical Centers); Hair Prosthetics (Wigs); Hearing Aids; Obstetricians and Gynecologists; Oncologists - Office Visits (consultation or second opinion; all other services require a referral); Optometrists; Oral Surgery; Pediatric Dental Services; Pediatric Vision Services; Retail Clinics; and Telemedicine services (rendered by a designated provider).","This plan does not include coverage that is not medically necessary. This plan does not cover services rendered by excluded providers, naturopaths, homeopaths, providers or facilities who are not legally qualified or licensed, Christian Scientist Practitioners, Acupuncturists, or Massage Therapists. ",No,,,"Allows Adult and Child-Only",,No,"Pregnancy, High Blood Pressure & High Cholesterol, Weight Loss Programs, Low Back Pain, Diabetes, Heart Disease, Asthma",,,,,,,1/1/2024,,No,"Coverage for urgent or emergent care only. ",No,"Coverage for urgent or emergent care only. ",No,,,,,15287RI0800001-05,"87% AV Level Silver Plan",87.23%,0.867448722,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ","$3000 per person | $6000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$900 ","$900 per person | $1800 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$900 ","$40 ","$1,000 ","$60 ","$600 ","$400 ","$0 ","$20 ",99%,"Not Applicable",No,"BlueCHiP Direct 5000/10000 WPD","$900 ","$100 ","$60 ","$0 "
